subject	group	session	direction	congruency	acc	rt
HG07	HG	2	right	congruent	correct	1.042
HG07	HG	2	left	congruent	correct	0.478
HG07	HG	2	right	congruent	correct	0.407
HG07	HG	2	right	incongruent	correct	0.803
HG07	HG	2	left	incongruent	correct	0.662
HG07	HG	2	left	congruent	correct	0.727
HG07	HG	2	right	congruent	correct	0.514
HG07	HG	2	left	incongruent	incorrect	0.751
HG07	HG	2	right	incongruent	correct	0.669
HG07	HG	2	right	congruent	correct	0.664
HG07	HG	2	left	incongruent	correct	0.773
HG07	HG	2	left	congruent	correct	0.558
HG07	HG	2	right	incongruent	correct	0.735
HG07	HG	2	right	congruent	correct	0.704
HG07	HG	2	left	congruent	correct	0.609
HG07	HG	2	right	incongruent	correct	0.628
HG07	HG	2	left	incongruent	correct	0.753
HG07	HG	2	right	incongruent	correct	0.595
HG07	HG	2	left	congruent	correct	0.809
HG07	HG	2	right	congruent	correct	0.805
HG07	HG	2	left	incongruent	correct	0.604
HG07	HG	2	left	congruent	correct	0.518
HG07	HG	2	left	incongruent	correct	0.971
HG07	HG	2	right	incongruent	correct	0.754
HG07	HG	2	right	congruent	correct	0.681
HG07	HG	2	left	congruent	correct	0.660
HG07	HG	2	right	incongruent	correct	0.652
HG07	HG	2	right	congruent	correct	0.624
HG07	HG	2	left	incongruent	correct	0.706
HG07	HG	2	left	congruent	correct	0.654
HG07	HG	2	right	congruent	correct	0.632
HG07	HG	2	right	incongruent	correct	1.031
HG07	HG	2	left	incongruent	correct	0.906
HG07	HG	2	right	congruent	correct	0.634
HG07	HG	2	left	congruent	correct	0.722
HG07	HG	2	right	incongruent	correct	0.854
HG07	HG	2	left	incongruent	correct	1.130
HG07	HG	2	left	incongruent	correct	0.946
HG07	HG	2	right	congruent	correct	0.424
HG07	HG	2	left	congruent	correct	0.487
HG07	HG	2	right	incongruent	correct	0.612
HG07	HG	2	right	congruent	correct	0.579
HG07	HG	2	right	incongruent	correct	0.724
HG07	HG	2	left	congruent	correct	0.457
HG07	HG	2	left	incongruent	correct	1.564
HG07	HG	2	right	congruent	correct	0.542
HG07	HG	2	left	incongruent	correct	1.433
HG07	HG	2	left	congruent	correct	1.018
HG07	HG	2	right	incongruent	correct	1.601
HG07	HG	2	left	incongruent	timeout	0.000
HG07	HG	2	left	congruent	correct	0.611
HG07	HG	2	right	congruent	correct	0.576
HG07	HG	2	right	incongruent	correct	1.165
HG07	HG	2	right	incongruent	correct	1.416
HG07	HG	2	right	congruent	correct	0.930
HG07	HG	2	left	incongruent	correct	1.514
HG07	HG	2	left	congruent	correct	0.951
HG07	HG	2	left	incongruent	incorrect	0.704
HG07	HG	2	left	congruent	correct	0.598
HG07	HG	2	right	congruent	correct	0.566
HG07	HG	2	right	incongruent	correct	1.188
HG07	HG	2	left	incongruent	correct	1.903
HG07	HG	2	left	congruent	correct	0.673
HG07	HG	2	right	incongruent	correct	0.766
HG07	HG	2	right	congruent	correct	0.683
HG07	HG	2	right	congruent	correct	0.586
HG07	HG	2	left	congruent	timeout	0.000
HG07	HG	2	right	incongruent	correct	1.194
HG07	HG	2	left	incongruent	correct	1.205
HG07	HG	2	left	congruent	correct	1.158
HG07	HG	2	left	incongruent	timeout	0.000
HG07	HG	2	right	incongruent	incorrect	1.908
HG07	HG	2	right	congruent	correct	0.858
HG07	HG	2	right	incongruent	correct	0.654
HG07	HG	2	left	congruent	correct	0.565
HG07	HG	2	right	congruent	timeout	0.000
HG07	HG	2	left	incongruent	correct	0.957
HG07	HG	2	right	congruent	correct	0.656
HG07	HG	2	left	incongruent	correct	1.226
HG07	HG	2	left	congruent	correct	0.551
HG07	HG	2	right	incongruent	correct	0.836
HG07	HG	2	right	congruent	correct	0.634
HG07	HG	2	left	incongruent	correct	0.803
HG07	HG	2	right	incongruent	correct	1.375
HG07	HG	2	left	congruent	correct	0.491
HG13	HG	1	left	incongruent	correct	0.934
HG13	HG	1	right	incongruent	correct	1.073
HG13	HG	1	left	congruent	correct	0.900
HG13	HG	1	right	congruent	correct	0.623
HG13	HG	1	right	congruent	correct	0.695
HG13	HG	1	left	congruent	correct	0.552
HG13	HG	1	right	incongruent	correct	0.854
HG13	HG	1	left	incongruent	correct	0.648
HG13	HG	1	right	incongruent	correct	0.692
HG13	HG	1	right	congruent	incorrect	0.671
HG13	HG	1	left	incongruent	correct	1.074
HG13	HG	1	left	congruent	correct	0.753
HG13	HG	1	left	incongruent	correct	0.972
HG13	HG	1	right	congruent	correct	0.998
HG13	HG	1	right	incongruent	correct	1.008
HG13	HG	1	left	congruent	correct	1.062
HG13	HG	1	right	congruent	correct	0.889
HG13	HG	1	left	congruent	correct	0.870
HG13	HG	1	right	incongruent	correct	1.421
HG13	HG	1	left	incongruent	correct	0.933
HG13	HG	1	left	incongruent	correct	0.666
HG13	HG	1	right	congruent	correct	0.807
HG13	HG	1	left	congruent	correct	0.744
HG13	HG	1	right	incongruent	correct	1.038
HG13	HG	1	right	congruent	correct	0.910
HG13	HG	1	right	incongruent	correct	1.044
HG13	HG	1	left	incongruent	correct	0.829
HG13	HG	1	left	congruent	correct	0.680
HG13	HG	1	right	incongruent	correct	0.678
HG13	HG	1	left	congruent	correct	0.660
HG13	HG	1	left	incongruent	correct	0.726
HG13	HG	1	right	congruent	correct	0.530
HG13	HG	1	left	incongruent	correct	1.117
HG13	HG	1	right	congruent	correct	0.546
HG13	HG	1	left	congruent	correct	0.588
HG13	HG	1	right	incongruent	correct	0.838
HG13	HG	1	left	incongruent	correct	0.901
HG13	HG	1	right	congruent	correct	0.552
HG13	HG	1	left	congruent	correct	0.497
HG13	HG	1	right	incongruent	correct	0.583
HG13	HG	1	right	congruent	correct	0.523
HG13	HG	1	right	incongruent	correct	0.870
HG13	HG	1	left	congruent	correct	0.618
HG13	HG	1	left	incongruent	correct	0.860
HG13	HG	1	right	congruent	correct	0.629
HG13	HG	1	right	incongruent	correct	0.774
HG13	HG	1	left	congruent	correct	0.609
HG13	HG	1	left	incongruent	correct	0.943
HG13	HG	1	left	congruent	correct	0.655
HG13	HG	1	right	congruent	correct	0.678
HG13	HG	1	right	incongruent	correct	1.138
HG13	HG	1	left	incongruent	correct	0.822
HG13	HG	1	right	congruent	correct	0.786
HG13	HG	1	left	congruent	correct	0.612
HG13	HG	1	right	incongruent	correct	1.010
HG13	HG	1	left	incongruent	correct	0.681
HG13	HG	1	right	incongruent	correct	0.888
HG13	HG	1	left	congruent	correct	0.759
HG13	HG	1	left	incongruent	correct	1.066
HG13	HG	1	right	congruent	correct	0.671
HG13	HG	1	left	congruent	correct	0.587
HG13	HG	1	right	congruent	correct	0.598
HG13	HG	1	right	incongruent	correct	1.098
HG13	HG	1	left	incongruent	correct	0.591
HG13	HG	1	left	incongruent	correct	0.697
HG13	HG	1	right	incongruent	correct	0.760
HG13	HG	1	left	congruent	correct	0.735
HG13	HG	1	right	congruent	correct	0.773
HG13	HG	1	left	congruent	correct	0.689
HG13	HG	1	left	incongruent	correct	1.334
HG13	HG	1	right	congruent	correct	0.738
HG13	HG	1	right	incongruent	correct	0.795
HG13	HG	1	left	congruent	correct	0.616
HG13	HG	1	right	incongruent	correct	0.658
HG13	HG	1	right	congruent	correct	0.718
HG13	HG	1	left	incongruent	correct	0.611
HG13	HG	1	left	incongruent	correct	0.746
HG13	HG	1	left	congruent	correct	0.746
HG13	HG	1	right	incongruent	correct	0.657
HG13	HG	1	right	congruent	correct	0.808
HG13	HG	1	left	incongruent	correct	1.405
HG13	HG	1	left	congruent	correct	0.867
HG13	HG	1	right	congruent	correct	0.644
HG13	HG	1	right	incongruent	correct	0.801
HG13	HG	1	left	incongruent	correct	0.812
HG13	HG	1	right	incongruent	correct	0.761
HG13	HG	1	left	congruent	correct	0.623
HG13	HG	1	right	congruent	correct	0.576
HG13	HG	1	right	incongruent	correct	0.915
HG13	HG	1	right	congruent	correct	0.945
HG13	HG	1	left	incongruent	correct	0.922
HG13	HG	1	left	congruent	correct	0.596
HG13	HG	1	left	incongruent	correct	1.071
HG13	HG	1	right	incongruent	correct	0.981
HG13	HG	1	right	congruent	correct	0.729
HG13	HG	1	left	congruent	correct	0.703
HG11	HG	1	right	incongruent	correct	1.873
HG11	HG	1	left	incongruent	timeout	0.000
HG11	HG	1	right	congruent	correct	1.934
HG11	HG	1	left	congruent	correct	0.959
HG11	HG	1	left	incongruent	correct	1.397
HG11	HG	1	left	congruent	correct	1.025
HG11	HG	1	right	incongruent	correct	1.016
HG11	HG	1	right	congruent	correct	0.857
HG11	HG	1	left	incongruent	correct	0.812
HG11	HG	1	right	incongruent	correct	1.177
HG11	HG	1	right	congruent	correct	0.758
HG11	HG	1	left	congruent	correct	0.707
HG11	HG	1	left	incongruent	correct	1.096
HG11	HG	1	left	congruent	correct	0.758
HG11	HG	1	right	congruent	correct	0.738
HG11	HG	1	right	incongruent	correct	0.956
HG11	HG	1	right	congruent	correct	0.885
HG11	HG	1	right	incongruent	correct	0.922
HG11	HG	1	left	congruent	correct	0.673
HG11	HG	1	left	incongruent	incorrect	0.567
HG11	HG	1	left	congruent	correct	0.849
HG11	HG	1	right	congruent	correct	1.273
HG11	HG	1	right	incongruent	correct	0.937
HG11	HG	1	left	incongruent	correct	1.084
HG11	HG	1	right	incongruent	correct	1.189
HG11	HG	1	right	congruent	correct	0.842
HG11	HG	1	left	congruent	correct	1.600
HG11	HG	1	left	incongruent	timeout	0.000
HG11	HG	1	left	incongruent	correct	0.713
HG11	HG	1	right	incongruent	correct	1.012
HG11	HG	1	left	congruent	correct	0.740
HG11	HG	1	right	congruent	correct	0.733
HG11	HG	1	left	incongruent	correct	1.490
HG11	HG	1	right	congruent	correct	1.388
HG11	HG	1	right	incongruent	correct	1.346
HG11	HG	1	left	congruent	correct	0.796
HG11	HG	1	right	congruent	timeout	0.000
HG11	HG	1	left	congruent	correct	0.707
HG11	HG	1	left	incongruent	incorrect	0.363
HG11	HG	1	right	incongruent	correct	1.627
HG11	HG	1	right	congruent	correct	0.554
HG11	HG	1	left	congruent	correct	0.664
HG11	HG	1	left	incongruent	correct	1.021
HG11	HG	1	right	incongruent	correct	0.905
HG11	HG	1	left	incongruent	correct	1.248
HG11	HG	1	left	congruent	correct	1.159
HG11	HG	1	right	incongruent	timeout	0.000
HG11	HG	1	right	congruent	correct	0.562
HG11	HG	1	right	incongruent	correct	1.137
HG11	HG	1	left	incongruent	correct	1.774
HG11	HG	1	right	congruent	correct	0.724
HG11	HG	1	left	congruent	correct	0.589
HG11	HG	1	right	congruent	correct	0.767
HG11	HG	1	right	incongruent	correct	1.158
HG11	HG	1	left	congruent	correct	1.474
HG11	HG	1	left	incongruent	correct	0.833
HG11	HG	1	right	congruent	correct	1.059
HG11	HG	1	left	congruent	correct	0.754
HG11	HG	1	right	incongruent	correct	1.069
HG11	HG	1	left	incongruent	correct	0.741
HG11	HG	1	left	congruent	correct	0.954
HG11	HG	1	right	incongruent	correct	0.981
HG11	HG	1	right	congruent	correct	1.578
HG11	HG	1	left	incongruent	timeout	0.000
HG11	HG	1	left	congruent	correct	0.669
HG11	HG	1	left	incongruent	timeout	0.000
HG11	HG	1	right	incongruent	correct	1.113
HG11	HG	1	right	congruent	correct	0.570
HG11	HG	1	right	congruent	correct	0.735
HG11	HG	1	left	congruent	correct	0.574
HG11	HG	1	left	incongruent	correct	0.944
HG11	HG	1	right	incongruent	correct	1.261
HG11	HG	1	right	congruent	correct	0.741
HG11	HG	1	right	incongruent	correct	1.274
HG11	HG	1	left	congruent	correct	0.919
HG11	HG	1	left	incongruent	correct	0.956
HG11	HG	1	left	incongruent	correct	0.880
HG11	HG	1	left	congruent	correct	1.060
HG11	HG	1	right	incongruent	correct	0.958
HG11	HG	1	right	congruent	correct	1.033
HG11	HG	1	left	incongruent	correct	0.641
HG11	HG	1	right	congruent	correct	0.709
HG11	HG	1	left	congruent	correct	1.167
HG11	HG	1	right	incongruent	correct	1.392
HG11	HG	1	right	congruent	correct	0.641
HG11	HG	1	left	congruent	correct	1.158
HG11	HG	1	left	incongruent	correct	1.881
HG11	HG	1	right	incongruent	correct	1.342
HG11	HG	1	left	incongruent	correct	1.284
HG11	HG	1	left	congruent	correct	0.998
HG11	HG	1	right	congruent	correct	1.154
HG11	HG	1	right	incongruent	correct	1.009
HG11	HG	1	right	congruent	correct	1.091
HG11	HG	1	left	incongruent	correct	1.324
HG11	HG	1	left	congruent	correct	0.701
HG11	HG	1	right	incongruent	correct	1.133
HG06	HG	1	right	congruent	correct	1.623
HG06	HG	1	left	congruent	correct	1.401
HG06	HG	1	left	incongruent	timeout	0.000
HG06	HG	1	right	incongruent	correct	1.018
HG06	HG	1	right	congruent	correct	0.944
HG06	HG	1	left	incongruent	correct	1.331
HG06	HG	1	left	congruent	correct	1.095
HG06	HG	1	right	incongruent	timeout	0.000
HG06	HG	1	right	congruent	correct	1.371
HG06	HG	1	left	incongruent	correct	1.262
HG06	HG	1	right	incongruent	correct	1.228
HG06	HG	1	left	congruent	correct	1.125
HG06	HG	1	left	congruent	correct	1.301
HG06	HG	1	right	incongruent	correct	1.064
HG06	HG	1	left	incongruent	correct	1.259
HG06	HG	1	right	congruent	correct	1.034
HG06	HG	1	right	incongruent	correct	1.537
HG06	HG	1	left	congruent	correct	1.029
HG06	HG	1	left	incongruent	correct	1.343
HG06	HG	1	right	congruent	correct	1.108
HG06	HG	1	right	congruent	correct	1.119
HG06	HG	1	right	incongruent	correct	1.663
HG06	HG	1	left	congruent	correct	1.099
HG06	HG	1	left	incongruent	correct	1.357
HG06	HG	1	right	congruent	correct	0.749
HG06	HG	1	left	congruent	correct	0.751
HG06	HG	1	right	incongruent	correct	1.146
HG06	HG	1	left	incongruent	correct	1.603
HG06	HG	1	left	congruent	correct	0.882
HG06	HG	1	left	incongruent	correct	1.653
HG06	HG	1	right	congruent	correct	0.866
HG06	HG	1	right	incongruent	correct	1.516
HG06	HG	1	left	incongruent	correct	1.851
HG06	HG	1	right	incongruent	correct	1.301
HG06	HG	1	right	congruent	correct	1.476
HG06	HG	1	left	congruent	correct	1.711
HG06	HG	1	right	incongruent	timeout	0.000
HG06	HG	1	left	incongruent	timeout	0.000
HG06	HG	1	right	congruent	correct	0.901
HG06	HG	1	left	congruent	correct	0.767
HG06	HG	1	right	incongruent	correct	1.198
HG06	HG	1	right	congruent	correct	0.812
HG06	HG	1	left	incongruent	correct	0.996
HG06	HG	1	left	congruent	correct	0.922
HG06	HG	1	left	incongruent	correct	1.424
HG06	HG	1	left	congruent	correct	0.660
HG06	HG	1	right	incongruent	correct	1.380
HG06	HG	1	right	congruent	correct	1.029
HG06	HG	1	right	incongruent	correct	1.087
HG06	HG	1	left	congruent	correct	0.705
HG06	HG	1	left	incongruent	correct	1.196
HG06	HG	1	right	congruent	correct	0.956
HG06	HG	1	right	incongruent	correct	1.355
HG06	HG	1	left	incongruent	correct	0.843
HG06	HG	1	right	congruent	correct	0.708
HG06	HG	1	left	congruent	correct	0.663
HG06	HG	1	right	incongruent	correct	1.165
HG06	HG	1	right	congruent	correct	0.721
HG06	HG	1	left	incongruent	correct	0.910
HG06	HG	1	left	congruent	correct	0.865
HG06	HG	1	right	congruent	correct	0.755
HG06	HG	1	right	incongruent	correct	1.072
HG06	HG	1	left	incongruent	correct	1.361
HG06	HG	1	left	congruent	correct	0.602
HG06	HG	1	left	incongruent	correct	0.657
HG06	HG	1	left	congruent	correct	0.742
HG06	HG	1	right	congruent	correct	0.692
HG06	HG	1	right	incongruent	correct	0.860
HG06	HG	1	right	incongruent	correct	0.897
HG06	HG	1	right	congruent	correct	0.674
HG06	HG	1	left	congruent	correct	0.752
HG06	HG	1	left	incongruent	correct	1.187
HG06	HG	1	right	congruent	correct	0.741
HG06	HG	1	left	congruent	correct	0.593
HG06	HG	1	right	incongruent	correct	0.953
HG06	HG	1	left	incongruent	correct	0.941
HG06	HG	1	right	incongruent	correct	0.737
HG06	HG	1	right	congruent	correct	0.696
HG06	HG	1	left	incongruent	correct	0.609
HG06	HG	1	left	congruent	correct	0.688
HG06	HG	1	left	congruent	correct	0.530
HG06	HG	1	left	incongruent	correct	0.858
HG06	HG	1	right	incongruent	correct	0.837
HG06	HG	1	right	congruent	correct	0.755
HG06	HG	1	left	congruent	correct	0.670
HG06	HG	1	right	congruent	correct	0.598
HG06	HG	1	right	incongruent	correct	0.872
HG06	HG	1	left	incongruent	correct	0.815
HG06	HG	1	right	incongruent	correct	0.647
HG06	HG	1	right	congruent	correct	0.675
HG06	HG	1	left	incongruent	correct	0.658
HG06	HG	1	left	congruent	correct	0.544
HG06	HG	1	right	congruent	correct	0.620
HG06	HG	1	right	incongruent	correct	0.831
HG06	HG	1	left	congruent	correct	0.633
HG06	HG	1	left	incongruent	correct	0.949
HG22	HG	1	left	incongruent	correct	1.334
HG22	HG	1	right	incongruent	correct	1.418
HG22	HG	1	right	congruent	correct	0.820
HG22	HG	1	left	congruent	correct	0.747
HG22	HG	1	left	incongruent	correct	0.894
HG22	HG	1	right	congruent	correct	0.570
HG22	HG	1	left	congruent	correct	0.558
HG22	HG	1	right	incongruent	correct	1.110
HG22	HG	1	right	congruent	correct	0.661
HG22	HG	1	right	incongruent	correct	1.000
HG22	HG	1	left	incongruent	correct	0.804
HG22	HG	1	left	congruent	correct	0.632
HG22	HG	1	left	incongruent	correct	0.860
HG22	HG	1	right	incongruent	correct	1.054
HG22	HG	1	right	congruent	correct	0.584
HG22	HG	1	left	congruent	correct	0.622
HG22	HG	1	right	incongruent	correct	0.660
HG22	HG	1	left	incongruent	correct	0.674
HG22	HG	1	right	congruent	correct	0.720
HG22	HG	1	left	congruent	correct	0.483
HG22	HG	1	left	congruent	correct	0.474
HG22	HG	1	right	incongruent	correct	0.909
HG22	HG	1	right	congruent	correct	0.527
HG22	HG	1	left	incongruent	correct	0.739
HG22	HG	1	left	congruent	correct	0.581
HG22	HG	1	left	incongruent	correct	0.929
HG22	HG	1	right	congruent	correct	0.640
HG22	HG	1	right	incongruent	correct	1.085
HG22	HG	1	right	congruent	correct	0.604
HG22	HG	1	right	incongruent	correct	0.900
HG22	HG	1	left	congruent	correct	0.686
HG22	HG	1	left	incongruent	correct	0.802
HG22	HG	1	left	congruent	correct	0.584
HG22	HG	1	right	incongruent	correct	0.677
HG22	HG	1	left	incongruent	correct	0.828
HG22	HG	1	right	congruent	correct	0.521
HG22	HG	1	right	incongruent	correct	0.660
HG22	HG	1	left	congruent	correct	0.486
HG22	HG	1	left	incongruent	correct	0.630
HG22	HG	1	right	congruent	correct	0.526
HG22	HG	1	right	congruent	correct	0.518
HG22	HG	1	left	congruent	correct	0.488
HG22	HG	1	left	incongruent	correct	0.827
HG22	HG	1	right	incongruent	correct	0.788
HG22	HG	1	right	congruent	correct	0.552
HG22	HG	1	right	incongruent	correct	0.717
HG22	HG	1	left	incongruent	correct	0.602
HG22	HG	1	left	congruent	correct	0.458
HG22	HG	1	right	congruent	correct	0.543
HG22	HG	1	right	incongruent	correct	0.826
HG22	HG	1	left	incongruent	correct	0.651
HG22	HG	1	left	congruent	correct	0.523
HG22	HG	1	left	incongruent	correct	0.561
HG22	HG	1	right	congruent	correct	0.558
HG22	HG	1	right	incongruent	correct	0.935
HG22	HG	1	left	congruent	correct	0.444
HG22	HG	1	right	incongruent	correct	0.650
HG22	HG	1	left	congruent	correct	0.746
HG22	HG	1	left	incongruent	correct	0.943
HG22	HG	1	right	congruent	correct	0.553
HG22	HG	1	left	incongruent	correct	0.931
HG22	HG	1	right	incongruent	correct	0.663
HG22	HG	1	left	congruent	correct	0.421
HG22	HG	1	right	congruent	correct	0.417
HG22	HG	1	left	incongruent	correct	0.648
HG22	HG	1	right	incongruent	correct	0.751
HG22	HG	1	left	congruent	correct	0.446
HG22	HG	1	right	congruent	correct	0.417
HG22	HG	1	right	incongruent	correct	0.680
HG22	HG	1	right	congruent	correct	0.555
HG22	HG	1	left	incongruent	correct	0.583
HG22	HG	1	left	congruent	correct	0.482
HG22	HG	1	left	incongruent	correct	0.831
HG22	HG	1	left	congruent	correct	0.612
HG22	HG	1	right	incongruent	correct	0.912
HG22	HG	1	right	congruent	correct	0.582
HG22	HG	1	right	congruent	correct	0.489
HG22	HG	1	left	congruent	correct	0.452
HG22	HG	1	left	incongruent	correct	0.681
HG22	HG	1	right	incongruent	correct	0.617
HG22	HG	1	right	incongruent	correct	0.643
HG22	HG	1	right	congruent	correct	0.779
HG22	HG	1	left	incongruent	correct	0.653
HG22	HG	1	left	congruent	correct	0.530
HG22	HG	1	right	incongruent	correct	0.534
HG22	HG	1	left	incongruent	correct	0.618
HG22	HG	1	right	congruent	correct	0.478
HG22	HG	1	left	congruent	correct	0.438
HG22	HG	1	right	congruent	correct	0.518
HG22	HG	1	left	congruent	correct	0.434
HG22	HG	1	right	incongruent	correct	0.763
HG22	HG	1	left	incongruent	correct	0.810
HG22	HG	1	left	congruent	correct	0.498
HG22	HG	1	left	incongruent	correct	0.772
HG22	HG	1	right	incongruent	correct	0.554
HG22	HG	1	right	congruent	correct	0.545
HGK19	CON	2	right	congruent	correct	0.872
HGK19	CON	2	left	congruent	correct	0.559
HGK19	CON	2	left	incongruent	correct	0.713
HGK19	CON	2	right	incongruent	incorrect	0.915
HGK19	CON	2	left	incongruent	correct	0.865
HGK19	CON	2	right	incongruent	correct	0.561
HGK19	CON	2	left	congruent	correct	0.538
HGK19	CON	2	right	congruent	correct	0.481
HGK19	CON	2	right	congruent	correct	0.573
HGK19	CON	2	left	congruent	correct	0.543
HGK19	CON	2	left	incongruent	correct	0.668
HGK19	CON	2	right	incongruent	correct	0.576
HGK19	CON	2	right	incongruent	correct	0.541
HGK19	CON	2	left	congruent	correct	0.504
HGK19	CON	2	left	incongruent	correct	0.593
HGK19	CON	2	right	congruent	correct	0.643
HGK19	CON	2	right	congruent	correct	0.518
HGK19	CON	2	right	incongruent	correct	1.030
HGK19	CON	2	left	congruent	correct	0.521
HGK19	CON	2	left	incongruent	correct	0.603
